pin14,street_number,dir,street_name,type,sq_ft,ward,community_area,zoning_classification,tif_district
16162080020000,4933,W,ADAMS,ST,9496,28,AUSTIN,RT-4,
13011020360000,6307,N,ALBANY,AV,1281,50,WEST RIDGE,RT-4,
17081140580000,1329,W,ANCONA,ST,1432,27,WEST TOWN,RS-3,
20224070530000,6728,S.,ANTHONY,AVE,2772,20,GREATER GRAND CROSSING,M1-2,
20264180160000,7718,S,ANTHONY,AVE,17828,8,AVALON PARK,M1-2,
20264180170000,7730,S,ANTHONY,AVE,3128,8,AVALON PARK,M1-2,
20264180180000,7732,S,ANTHONY,AVE,3125,8,AVALON PARK,M1-2,
20264180190000,7734,S,ANTHONY,AVE,3123,8,AVALON PARK,M1-2,
20264180420000,7744,S,ANTHONY,AVE,4732,8,AVALON PARK,C3-1,
20264180430000,7750,S,ANTHONY,AVE,24183,8,AVALON PARK,C3-1,
20361140310000,8141,S,ANTHONY,AVE,3937,8,AVALON PARK,M1-2,
16012150150000,1421,N,ARTESIAN,AVE,3177,1,WEST TOWN,RT-4,
19132260240000,5828,S,ARTESIAN,AVE,3755,16,GAGE PARK,RS-3,
19132260250000,5830,S,ARTESIAN,AVE,3753,16,GAGE PARK,RS-3,
19242230020000,6505,S,ARTESIAN,AVE,3702,15,CHICAGO LAWN,RS-3,
19252060370000,7146,S,ARTESIAN,AVE,3153,18,CHICAGO LAWN,RS-3,
19252140290000,7228,S,ARTESIAN,AVE,3147,18,CHICAGO LAWN,RS-3,
16164090630000,4840,W,ARTHINGTON,ST,3280,24,AUSTIN,RS-3,
20302150410000,7242,S,ASHLAND,AVE,2900,17,WEST ENGLEWOOD,C2-2,
20291150090000,7253,S,ASHLAND,AVE,2725,17,WEST ENGLEWOOD,B3-1,
11304040240000,7500,N,ASHLAND,AVE,1389,49,ROGERS PARK,C1-3,
11304050090000,7519,N,ASHLAND,,32426,49,ROGERS PARK,B3-5,
11291050190000,7611,N,ASHLAND,AVE,38381,49,ROGERS PARK,POS-2,
20293040170000,7659,S,ASHLAND,AVE,6140,17,AUBURN GRESHAM,B3-1,
20312310290000,8230,S,ASHLAND,AVE,2692,21,AUBURN GRESHAM,B1-1,
20323230010000,8601,S,ASHLAND,AVE,6858,21,AUBURN GRESHAM,B1-1,
20323230020000,8607,S,ASHLAND,AVE,5318,21,AUBURN GRESHAM,B1-1,
16033170010000,4431,W,AUGUSTA,BLVD,36818,37,HUMBOLDT PARK,POS-2,
16044200060000,4841,W,AUGUSTA,BLVD,5134,37,AUSTIN,RS-3,
16044140370000,4852,W,AUGUSTA,BLVD,4054,37,AUSTIN,RS-3,
13233030100000,3546,N,AVALON,AVE,1386,35,AVONDALE,RS-3,
20264190010000,7600,S,AVALON,AVE,5615,8,AVALON PARK,M1-2,
20264250050000,7813,S,AVALON,,3153,8,AVALON PARK,RS-3,
20352000430000,7954,S,AVALON,AVE,4535,8,AVALON PARK,RS-2,
20352080260000,8028,S,AVALON,AVE,4615,8,AVALON PARK,RS-2,
25024000270000,9118,S,AVALON,AVE,3113,8,BURNSIDE,RS-3,
25024000280000,9118,S,AVALON,AVE,4664,8,BURNSIDE,RS-3,
25024000340000,9138,S,AVALON,AVE,3110,8,BURNSIDE,RS-3,
25024060250000,9224,S,AVALON,AVE,3102,8,BURNSIDE,RS-3,
25024140140000,9325,S,AVALON,AVE,2984,8,BURNSIDE,RS-3,
26201280160000,11700,S,AVENUE H,,4927,10,HEGEWISCH,RS-2,
26201250010000,11701,S,AVENUE H,,3116,10,HEGEWISCH,RS-2,
26201280170000,11704,S,AVENUE H,,4913,10,HEGEWISCH,RS-2,
26201250020000,11707,S,AVENUE H,,3121,10,HEGEWISCH,RS-2,
26201280180000,11708,S,AVENUE H,,4912,10,HEGEWISCH,RS-2,
26201280190000,11712,S,AVENUE H,,4908,10,HEGEWISCH,RS-2,
26201250030000,11713,S,AVENUE H,,3118,10,HEGEWISCH,RS-2,
26201280200000,11716,S,AVENUE H,,4900,10,HEGEWISCH,RS-2,
26201250040000,11719,S,AVENUE H,,3121,10,HEGEWISCH,RS-2,
26201280210000,11720,S,AVENUE H,,4901,10,HEGEWISCH,RS-2,
26201280220000,11724,S,AVENUE H,,4898,10,HEGEWISCH,RS-2,
26201250050000,11725,S,AVENUE H,,3118,10,HEGEWISCH,RS-2,
26201280230000,11728,S,AVENUE H,,4898,10,HEGEWISCH,RS-2,
26201250060000,11731,S,AVENUE H,,3121,10,HEGEWISCH,RS-2,
26201280240000,11732,S,AVENUE H,,4890,10,HEGEWISCH,RS-2,
26201280250000,11736,S,AVENUE H,,4889,10,HEGEWISCH,RS-2,
26201250070000,11737,S,AVENUE H,,3118,10,HEGEWISCH,RS-2,
26201280260000,11740,S,AVENUE H,,4886,10,HEGEWISCH,RS-2,
26201250080000,11741,S,AVENUE H,,3121,10,HEGEWISCH,RS-2,
26201280270000,11744,S,AVENUE H,,4886,10,HEGEWISCH,RS-2,
26201280280000,11748,S,AVENUE H,,4878,10,HEGEWISCH,RS-2,
26201280290000,11752,S,AVENUE H,,4878,10,HEGEWISCH,RS-2,
26201280300000,11758,S,AVENUE H,,4870,10,HEGEWISCH,RS-2,
26053080310000,9542,S,AVENUE L,,3104,10,EAST SIDE,RS-3,
26083270250000,10510,S,AVENUE M,,3136,10,EAST SIDE,RS-3,
26323020410000,13401,S,AVENUE M,,14883,10,HEGEWISCH,POS-2,
26053130260000,9610,S,AVENUE M,,3090,10,EAST SIDE,RS-3,
26171240300000,10916,S,AVENUE N,,2908,10,EAST SIDE,RS-2,
26053060090000,9516,S,AVENUE N,,2987,10,EAST SIDE,PMD 6,
26314200080000,13610,S,AVENUE O,,29553,10,HEGEWISCH,M3-1,
13233030110000,3540,N,AVONDALE,AVE,1295,35,AVONDALE,RS-3/M1-1,
20251360850000,7459,S,BALDWIN,AVE,2562,8,SOUTH SHORE,RS-3,
26312090220000,13157,S,BALTIMORE,AVE,3125,10,HEGEWISCH,RS-3,
26314010480000,13504,S,BALTIMORE,AVE,2814,10,HEGEWISCH,C1-1,
26314010470000,13504,S,BALTIMORE,AVE,2150,10,HEGEWISCH,C1-1,
21314270260000,8624,S,BALTIMORE,,2651,10,SOUTH CHICAGO,RS-3,
21314270290000,8630,S,BALTIMORE,AVE,2994,10,SOUTH CHICAGO,RS-3,
20191020310000,6324,S,BELL,AVE,3132,15,CHICAGO LAWN,RS-2,
20193130120000,6815,S,BELL,AVE,3125,17,CHICAGO LAWN,M1-1,
20193130100000,6815,S,BELL,AVE,3126,17,CHICAGO LAWN,M1-1,
20193130130000,6815,S,BELL,AVE,3125,17,CHICAGO LAWN,M1-1,
20193130150000,6815,S,BELL,AVE,12497,17,CHICAGO LAWN,M1-1,
20193130090000,6815,S,BELL,AVE,3122,17,CHICAGO LAWN,M1-1,
20193130110000,6815,S,BELL,AVE,3125,17,CHICAGO LAWN,M1-1,
20193130070000,6815,S,BELL,AVE,3124,17,CHICAGO LAWN,M1-1,
20193130080000,6815,S,BELL,AVE,3127,17,CHICAGO LAWN,M1-1,
20193130140000,6815,S,BELL,AVE,3125,17,CHICAGO LAWN,M1-1,
20193230390000,6944,S,BELL,,3137,17,CHICAGO LAWN,RS-2,
20193230410000,6948,S,BELL,AVE,3136,17,CHICAGO LAWN,RS-2,
20251290100000,7341,S,BENNETT,AVE,4209,5,SOUTH SHORE,RS-3,
20021160260000,4146,S,BERKELEY,AVE,2081,4,OAKLAND,RM-5,
20021170170000,4157,S,BERKELEY,AVE,1307,4,OAKLAND,RM-5,
20023030070000,4317,S,BERKELEY,AVE,2122,4,KENWOOD,RT-4,
20023080070000,4317,S,BERKELEY,AVE,1681,4,KENWOOD,RT-4,
20023080140000,4427,S,BERKELEY,AVE,1683,4,KENWOOD,RT-4,
20023070590000,4448,S,BERKELEY,AVE,1978,4,KENWOOD,RT-4,
20023070650000,4462,S,BERKELEY,AVE,1641,4,KENWOOD,RT-4,
20023070670000,4466,S,BERKELEY,AVE,1750,4,KENWOOD,RT-4,
25201020190000,11123,S,BISHOP,ST,4505,34,MORGAN PARK,RS-2,
20081020470000,4756,S,BISHOP,ST,2969,20,NEW CITY,RT-4,
20081020480000,4758,S,BISHOP,ST,3011,20,NEW CITY,RT-4,
20081110020000,4803,S,BISHOP,ST,3101,20,NEW CITY,RT-4,
20081110030000,4805,S,BISHOP,ST,3100,20,NEW CITY,RT-4,
20083020260000,5114,S,BISHOP,,3119,16,NEW CITY,RS-3,
20083020270000,5116,S.,BISHOP,ST,3119,16,NEW CITY,RS-3,
20083030130000,5121,S,BISHOP,ST,3113,16,NEW CITY,RS-3,
20083020290000,5124,S,BISHOP,ST,4681,16,NEW CITY,RS-3,
20083030150000,5125,S,BISHOP,ST,3113,16,NEW CITY,RS-3,
20083020300000,5128,S,BISHOP,ST,3119,16,NEW CITY,RS-3,
20083030180000,5133,S,BISHOP,ST,3113,16,NEW CITY,RS-3,
20083020330000,5134,S,BISHOP,ST,3119,16,NEW CITY,RS-3,
20083030190000,5135,S,BISHOP,ST,3113,16,NEW CITY,RS-3,
20083020340000,5136,S,BISHOP,ST,3119,16,NEW CITY,RS-3,
20083020350000,5138,S,BISHOP,ST,3119,16,NEW CITY,RS-3,
20083030250000,5153,S,BISHOP,ST,3113,16,NEW CITY,RS-3,
20083030260000,5155,S,BISHOP,ST,3113,16,NEW CITY,RS-3,
20083030270000,5159,S,BISHOP,ST,4030,16,NEW CITY,RS-3,
20083110010000,5201,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083110020000,5203,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083110030000,5205,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083100140000,5208,S,BISHOP,ST,3116,16,NEW CITY,RS-3,
20083100150000,5210,S,BISHOP,ST,6237,16,NEW CITY,RS-3,
20083110080000,5215,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083110090000,5219,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083110100000,5221,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083150040000,5307,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083150070000,5313,S,BISHOP,ST,3112,16,NEW CITY,RS-3,
20083140320000,5314,S,BISHOP,ST,3117,16,NEW CITY,RS-3,
20083150080000,5315,S,BISHOP,ST,3111,16,NEW CITY,RS-3,
20083140330000,5316,S,BISHOP,ST,3117,16,NEW CITY,RS-3,
20083190190000,5337,S,BISHOP,ST,3126,16,NEW CITY,RT-4,
20083150220000,5343,S,BISHOP,ST,3061,16,NEW CITY,RS-3,
20083150240000,5347,S,BISHOP,ST,3067,16,NEW CITY,RS-3,
20083190060000,5413,S,BISHOP,ST,3123,16,NEW CITY,RS-3,
20083190070000,5417,S,BISHOP,ST,3123,16,NEW CITY,RS-3,
20083190090000,5421,S,BISHOP,ST,3123,16,NEW CITY,RS-3,
20083180270000,5430,S,BISHOP,ST,3127,16,NEW CITY,RS-3,
20083180300000,5440,S,BISHOP,ST,3127,16,NEW CITY,RS-3,
20171030090000,5519,S,BISHOP,ST,2996,16,WEST ENGLEWOOD,RS-3,
20171020260000,5524,S,BISHOP,ST,3095,16,WEST ENGLEWOOD,RS-3,
20171030110000,5525,S,BISHOP,ST,3123,16,WEST ENGLEWOOD,RS-3,
20171030120000,5527,S,BISHOP,ST,3123,16,WEST ENGLEWOOD,RS-3,
20171020340000,5544,S,BISHOP,ST,3103,16,WEST ENGLEWOOD,RS-3,
20171100320000,5612,S,BISHOP,ST,3098,16,WEST ENGLEWOOD,RS-3,
20171100480000,5656,S,BISHOP,,2959,16,WEST ENGLEWOOD,RS-3,
20171180250000,5702,S,BISHOP,ST,3080,16,WEST ENGLEWOOD,RS-3,
20171180280000,5710,S,BISHOP,ST,3082,16,WEST ENGLEWOOD,RS-3,
20171190100000,5725,S,BISHOP,,3119,16,WEST ENGLEWOOD,RS-3,
20171190160000,5739,S,BISHOP,,3119,16,WEST ENGLEWOOD,RS-3,
20171190170000,5741,S,BISHOP,ST,3118,16,WEST ENGLEWOOD,RS-3,
20171180470000,5758,S,BISHOP,ST,3017,16,WEST ENGLEWOOD,RS-3,
20171270010000,5801,S,BISHOP,ST,3117,16,WEST ENGLEWOOD,RS-3,
20171270030000,5805,S,BISHOP,,3117,16,WEST ENGLEWOOD,RS-3,
20171260160000,5812,S,BISHOP,ST,3087,16,WEST ENGLEWOOD,RS-3,
20171260170000,5814,S,BISHOP,ST,3086,16,WEST ENGLEWOOD,RS-3,
20173110060000,6015,S,BISHOP,ST,3727,16,WEST ENGLEWOOD,RS-3,
20173180270000,6132,S,BISHOP,ST,3163,16,WEST ENGLEWOOD,RS-3,
20201100240000,6402,S,BISHOP,,3115,17,WEST ENGLEWOOD,RS-3,
20201100270000,6410,S,BISHOP,ST,3116,17,WEST ENGLEWOOD,RS-3,
20201110090000,6421,S,BISHOP,,3098,17,WEST ENGLEWOOD,RS-3,
20201110110000,6425,S,BISHOP,ST,3099,17,WEST ENGLEWOOD,RS-3,
20201100120000,6429,S,BISHOP,,3108,17,WEST ENGLEWOOD,RS-3,
20201110120000,6429,S,BISHOP,ST,3102,17,WEST ENGLEWOOD,RS-3,
20201110140000,6433,S,BISHOP,ST,3103,17,WEST ENGLEWOOD,RS-3,
20201100370000,6434,S,BISHOP,ST,3111,17,WEST ENGLEWOOD,RS-3,
20201100380000,6438,S,BISHOP,ST,3108,17,WEST ENGLEWOOD,RS-3,
20201100440000,6452,S,BISHOP,,3108,17,WEST ENGLEWOOD,RS-3,
20201110230000,6457,S,BISHOP,ST,3104,17,WEST ENGLEWOOD,RS-3,
20201150020000,6503,S,BISHOP,ST,2253,17,WEST ENGLEWOOD,RS-3,
20201150050000,6509,S,BISHOP,ST,3103,17,WEST ENGLEWOOD,RS-3,
20201140280000,6510,S,BISHOP,ST,3104,17,WEST ENGLEWOOD,RS-3,
20201180230000,6616,S,BISHOP,ST,3086,17,WEST ENGLEWOOD,RS-3,
20203030110000,6717,S,BISHOP,ST,3103,17,WEST ENGLEWOOD,RS-3,
20203020330000,6726,S,BISHOP,ST,3123,17,WEST ENGLEWOOD,RS-3,
20203030210000,6743,S,BISHOP,,3110,17,WEST ENGLEWOOD,RS-3,
20203030230000,6747,S,BISHOP,ST,3111,17,WEST ENGLEWOOD,RS-3,
20203100210000,6806,S,BISHOP,,3130,17,WEST ENGLEWOOD,RS-3,
20203100480000,6820,S,BISHOP,ST,1557,17,WEST ENGLEWOOD,RS-3,
20203100300000,6828,S,BISHOP,ST,3127,17,WEST ENGLEWOOD,RS-3,
20203100290000,6828,S,BISHOP,ST,3128,17,WEST ENGLEWOOD,RS-3,
20203180290000,6934,S,BISHOP,ST,3094,17,WEST ENGLEWOOD,RS-3,
20203270100000,7027,S,BISHOP,ST,3115,17,WEST ENGLEWOOD,RS-3,
20203270120000,7031,S,BISHOP,ST,3115,17,WEST ENGLEWOOD,RS-3,
20203260320000,7040,S,BISHOP,ST,3091,17,WEST ENGLEWOOD,RS-3,
20321260190000,8200,S,BISHOP,ST,5336,21,AUBURN GRESHAM,RS-3,
25081030220000,9605,S,BISHOP,,2801,21,WASHINGTON HEIGHTS,RS-2,
20262290100000,7423,S,BLACKSTONE,AVE,3032,5,SOUTH SHORE,RS-3,
13354120150000,3559,W,BLOOMINGDALE,AVE,2639,26,HUMBOLDT PARK,RS-3,
13354120160000,3559,W,BLOOMINGDALE,AVE,6195,26,HUMBOLDT PARK,RS-3,
17183200260000,2171,W,BOWLER,ST,869,25,NEAR WEST SIDE,PD 30,
26314090230000,13519,S,BRAINARD,,2506,10,HEGEWISCH,B3-1,
26314100230000,13553,S,BRAINARD,AVE,2887,10,HEGEWISCH,B3-1,
26312100020000,13105,S,BRANDON,AVE,3128,10,HEGEWISCH,RS-3,
26312250300000,13320,S,BRANDON,AVE,3136,10,HEGEWISCH,B3-1,
26314100110000,13527,S,BRANDON,AVE,3137,10,HEGEWISCH,B3-1,
26314100180000,13543,S,BRANDON,AVE,3140,10,HEGEWISCH,B3-1,
21312240230000,8106,S,BRANDON,AVE,3139,7,SOUTH CHICAGO,RS-3,
26182050320000,10720,S,BUFFALO,AVE,3163,10,EAST SIDE,RS-2,
26182060110000,10727,S,BUFFALO,AVE,3121,10,EAST SIDE,RS-2,
26182060120000,10729,S,BUFFALO,AVE,3123,10,EAST SIDE,RS-2,
26182160020000,10905,S,BUFFALO,AVE,1580,10,EAST SIDE,RS-2,
26182110030000,10805,S,BURLEY,AVE,3163,10,EAST SIDE,M1-2,
26182110040000,10807,S,BURLEY,AVE,3162,10,EAST SIDE,M1-2,
26182110060000,10811,S,BURLEY,AVE,3161,10,EAST SIDE,M1-2,
26182110050000,10811,S,BURLEY,AVE,3164,10,EAST SIDE,M1-2,
26182110070000,10815,S,BURLEY,AVE,3161,10,EAST SIDE,M1-2,
26182110080000,10819,S,BURLEY,AVE,3164,10,EAST SIDE,M1-2,
26182110090000,10821,S,BURLEY,AVE,3161,10,EAST SIDE,M1-2,
26182110100000,10823,S,BURLEY,AVE,3162,10,EAST SIDE,M1-2,
26182110110000,10825,S,BURLEY,AVE,3160,10,EAST SIDE,M1-2,
26182110120000,10829,S,BURLEY,AVE,3162,10,EAST SIDE,M1-2,
26182110130000,10831,S,BURLEY,AVE,3159,10,EAST SIDE,M1-2,
26182110170000,10843,S,BURLEY,AVE,3158,10,EAST SIDE,M1-2,
26182110180000,10845,S,BURLEY,AVE,3160,10,EAST SIDE,M1-2,
26182110190000,10847,S,BURLEY,AVE,3159,10,EAST SIDE,M1-2,
26182110200000,10849,S,BURLEY,AVE,3157,10,EAST SIDE,M1-2,
26182110210000,10851,S,BURLEY,AVE,3160,10,EAST SIDE,M1-2,
26182110220000,10855,S,BURLEY,AVE,3157,10,EAST SIDE,M1-2,
26182110230000,10857,S,BURLEY,AVE,3156,10,EAST SIDE,M1-2,
26182110240000,10859,S,BURLEY,AVE,2397,10,EAST SIDE,M1-2,
14333130630000,1616,N,BURLING,ST,2682,43,LINCOLN PARK,RM-4.5,
21304000130000,7747,S,BURNHAM,AVE,8481,7,SOUTH SHORE,RT-4,
21311070280000,7928,S,BURNHAM,AVE,3124,7,SOUTH CHICAGO,RT-4,
21311070290000,7930,S,BURNHAM,ST,3122,7,SOUTH CHICAGO,RT-4,
21312000160000,7945,S,BURNHAM,AVE,3111,7,SOUTH CHICAGO,RT-4,
21311300140000,8220,S,BURNHAM,AVE,27461,7,SOUTH CHICAGO,M1-2,
21312250270000,8239,S,BURNHAM,AVE,3225,7,SOUTH CHICAGO,M1-2,
25034250330000,9375,S,BURNSIDE,AVE,3024,9,CHATHAM,RS-3,
25034260020000,9405,S,BURNSIDE,AVE,3071,9,CHATHAM,RS-3,
25034330070000,9418,S,BURNSIDE,AVE,4708,9,ROSELAND,RS-3,
25034330080000,9424,S,BURNSIDE,,4041,9,ROSELAND,RS-3,
16253060010000,2700,S,CALIFORNIA,AVE,516335,12,SOUTH LAWNDALE,PD 151,
16253060020000,2700,S,CALIFORNIA,AVE,1769660,12,SOUTH LAWNDALE,PD 151,
10364160420000,6543,N,CALIFORNIA,AV,246,50,WEST RIDGE,RS-3,
25221160550000,11418,S,CALUMET,AVE,3760,9,ROSELAND,RS-3,
25223170120000,11731,S,CALUMET,,2434,9,WEST PULLMAN,RS-3,
25271120200000,12008,S,CALUMET,AVE,3041,9,WEST PULLMAN,RS-3,
25271120140000,12010,S,CALUMET,,3158,9,WEST PULLMAN,RS-3,
25271120150000,12014,S,CALUMET,,3160,9,WEST PULLMAN,RS-3,
25341020100000,13304,S,CALUMET,,8564,9,RIVERDALE,RS-2,
25341020110000,13310,S,CALUMET,,8558,9,RIVERDALE,RS-2,
25341030060000,13327,S,CALUMET,,8557,9,RIVERDALE,RS-2,
17341220920000,3402,S,CALUMET,AVE,2260,2,DOUGLAS,RS-3,
20151110160000,5624,S,CALUMET,AVE,3361,20,WASHINGTON PARK,RM-5,
20151110150000,5624,S,CALUMET,AVE,3363,20,WASHINGTON PARK,RM-5,
20151120080000,5635,S,CALUMET,AVE,7897,20,WASHINGTON PARK,RM-5,
20151110190000,5638,S,CALUMET,AVE,6713,20,WASHINGTON PARK,RM-5,
20151120130000,5655,S,CALUMET,AVE,3949,20,WASHINGTON PARK,RM-5,
20151110220000,5656,S,CALUMET,AVE,5466,20,WASHINGTON PARK,RM-5,
20151120140000,5659,S,CALUMET,AVE,6595,20,WASHINGTON PARK,RM-5,
20151170190000,5720,S,CALUMET,AVE,7897,20,WASHINGTON PARK,RM-5,
20151180050000,5721,S,CALUMET,AVE,4473,20,WASHINGTON PARK,RM-5,
20151180060000,5721,S,CALUMET,AVE,4294,20,WASHINGTON PARK,RM-5,
20151170220000,5746,S,CALUMET,AVE,6789,20,WASHINGTON PARK,B3-3,
20151240010000,5801,S,CALUMET,AVE,12368,20,WASHINGTON PARK,RM-5,
20151240030000,5811,S,CALUMET,AVE,9794,20,WASHINGTON PARK,RM-5,
20151230130000,5816,S,CALUMET,AVE,7584,20,WASHINGTON PARK,RM-5,
20151230140000,5820,S,CALUMET,AVE,3816,20,WASHINGTON PARK,RM-5,
20151230150000,5820,S,CALUMET,AVE,3815,20,WASHINGTON PARK,RM-5,
20151230160000,5826,S,CALUMET,AVE,7877,20,WASHINGTON PARK,RM-5,
20151240070000,5827,S,CALUMET,AVE,5338,20,WASHINGTON PARK,RM-5,
20151240080000,5829,S,CALUMET,AVE,5329,20,WASHINGTON PARK,RM-5,
20151230200000,5850,S,CALUMET,AVE,15486,20,WASHINGTON PARK,RM-5,
20153050040000,5905,S,CALUMET,AVE,4043,20,WASHINGTON PARK,RM-5,
20153040230000,5908,S,CALUMET,AVE,3394,20,WASHINGTON PARK,RM-5,
20153040240000,5912,S,CALUMET,AVE,5084,20,WASHINGTON PARK,RM-5,
20153040250000,5914,S,CALUMET,AVE,5092,20,WASHINGTON PARK,RM-5,
20153050060000,5915,S,CALUMET,AVE,8037,20,WASHINGTON PARK,RM-5,
20153050080000,5923,S,CALUMET,AVE,4017,20,WASHINGTON PARK,RM-5,
20153050090000,5925,S,CALUMET,AVE,4017,20,WASHINGTON PARK,RM-5,
20153040290000,5932,S,CALUMET,AVE,5949,20,WASHINGTON PARK,RM-5,
20153040300000,5932,S,CALUMET,AVE,5933,20,WASHINGTON PARK,RM-5,
20153110010000,6001,S,CALUMET,AVE,9623,20,WASHINGTON PARK,RM-5,
20153100180000,6006,S,CALUMET,AVE,16248,20,WASHINGTON PARK,RM-5,
20153100190000,6012,S,CALUMET,AVE,3541,20,WASHINGTON PARK,RM-5,
20153110050000,6019,S,CALUMET,AVE,12119,20,WASHINGTON PARK,RM-5,
20153100210000,6020,S,CALUMET,AVE,7085,20,WASHINGTON PARK,RM-5,
20153110060000,6025,S,CALUMET,AVE,18396,20,WASHINGTON PARK,RM-5,
20153100230000,6026,S,CALUMET,AVE,3923,20,WASHINGTON PARK,RM-5,
20153100240000,6030,S,CALUMET,AVE,3918,20,WASHINGTON PARK,RM-5,
20153100250000,6032,S,CALUMET,AVE,3919,20,WASHINGTON PARK,RM-5,
20153100260000,6036,S,CALUMET,AVE,6218,20,WASHINGTON PARK,RM-5,
20153110070000,6037,S,CALUMET,AVE,5062,20,WASHINGTON PARK,RM-5,
20153100270000,6040,S,CALUMET,AVE,7328,20,WASHINGTON PARK,RM-5/B2-1,
20153110080000,6041,S,CALUMET,AVE,5090,20,WASHINGTON PARK,RM-5,
20153110100000,6045,S,CALUMET,AVE,5174,20,WASHINGTON PARK,RM-5,
20153110090000,6045,S,CALUMET,AVE,5055,20,WASHINGTON PARK,RM-5,
20153100280000,6046,S,CALUMET,AVE,8850,20,WASHINGTON PARK,B2-1,
20153170010000,6109,S,CALUMET,AVE,27165,20,WASHINGTON PARK,RT-3.5,
20153170020000,6119,S,CALUMET,AVE,7998,20,WASHINGTON PARK,RT-3.5,
20223110220000,6841,S,CALUMET,AVE,4487,20,GREATER GRAND CROSSING,RS-3,
20223100420000,6848,S,CALUMET,AVE,3124,20,GREATER GRAND CROSSING,RS-3,
16012270280000,1226,N,CAMPBELL,AVE,3045,26,WEST TOWN,RS-3,
16364200380000,3736,S,CAMPBELL,AVE,3317,12,BRIGHTON PARK,M1-2,
17213170290000,1942,S,CANALPORT,AVE,1881,25,LOWER WEST SIDE,RT-4,
17213140260000,2012,S,CANALPORT,AVE,2628,25,LOWER WEST SIDE,RT-4,
26303070450000,12600,S,CARONDOLET,AVE,49249,10,SOUTH DEERING,RS-2,
26303070090000,12632,S,CARONDOLET,AVE,4967,10,SOUTH DEERING,RS-2,
26303070100000,12636,S,CARONDOLET,AV,4966,10,SOUTH DEERING,RS-2,
26303070350000,12650,S,CARONDOLET,AVE,2737,10,SOUTH DEERING,RS-2,
25202150300000,11256,S,CARPENTER,,3135,34,MORGAN PARK,RS-2,
25202150450000,11326,S,CARPENTER,,3099,34,MORGAN PARK,RS-2,
25202240080000,11440,S,CARPENTER,ST,6265,34,MORGAN PARK,RS-2,
25292130810000,12254,S,CARPENTER,,4494,34,WEST PULLMAN,RS-2,
20082160190000,5000,S,CARPENTER,ST,3913,16,NEW CITY,RS-3,
20082170010000,5003,S,CARPENTER,ST,3904,16,NEW CITY,RS-3,
20082160220000,5008,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20082160240000,5012,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20082160260000,5018,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20082170080000,5021,S,CARPENTER,ST,3101,16,NEW CITY,RS-3,
20082160280000,5024,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20082170110000,5027,S,CARPENTER,ST,3103,16,NEW CITY,RS-3,
20082160300000,5028,S,CARPENTER,ST,3105,16,NEW CITY,RS-3,
20082170120000,5029,S,CARPENTER,ST,3103,16,NEW CITY,RS-3,
20082170140000,5035,S,CARPENTER,ST,3104,16,NEW CITY,RS-3,
20082170150000,5037,S,CARPENTER,ST,3105,16,NEW CITY,RS-3,
20082170170000,5043,S,CARPENTER,ST,3106,16,NEW CITY,RS-3,
20084020240000,5100,S,CARPENTER,ST,5745,16,NEW CITY,B3-2,
20084030110000,5113,S,CARPENTER,ST,3126,16,NEW CITY,RS-3,
20084030120000,5117,S,CARPENTER,ST,3127,16,NEW CITY,RS-3,
20084030170000,5129,S,CARPENTER,ST,3129,16,NEW CITY,RS-3,
20084030180000,5131,S,CARPENTER,ST,3130,16,NEW CITY,RS-3,
20084020360000,5136,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084020370000,5138,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084030210000,5139,S,CARPENTER,ST,3131,16,NEW CITY,RS-3,
20084020380000,5140,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084020390000,5144,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084030230000,5145,S,CARPENTER,ST,3132,16,NEW CITY,RS-3,
20084020400000,5146,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084020410000,5148,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084030260000,5151,S,CARPENTER,ST,3134,16,NEW CITY,RS-3,
20084020420000,5152,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084030270000,5153,S,CARPENTER,ST,3134,16,NEW CITY,RS-3,
20084020440000,5156,S,CARPENTER,ST,3117,16,NEW CITY,RS-3,
20084030280000,5157,S,CARPENTER,ST,3135,16,NEW CITY,RS-3,
20084020450000,5158,S,CARPENTER,ST,3217,16,NEW CITY,RS-3,
20084110030000,5205,S,CARPENTER,ST,3153,16,NEW CITY,RS-3,
20084110090000,5217,S,CARPENTER,ST,3156,16,NEW CITY,RS-3,
20084110100000,5219,S,CARPENTER,ST,3157,16,NEW CITY,RS-3,
